Ukprn,Name,ApplicationType,StartDate,Status,ApplicationDeterminedDate
10006554,TEMP DENT DENTAL AGENCY LIMITED T/A Tempdent Dental Agency,Main provider,13/03/2017,,22/12/2021
10005534,RNN GROUP,Main provider,13/03/2017,,22/12/2021
10002407,FAREPORT TRAINING ORGANISATION LIMITED,Main provider,13/03/2017,,22/12/2021
10040391,BRAGD LLP,Main provider,30/01/2018,,22/12/2021
10040456,BLUE SKY PROFESSIONAL DEVELOPMENT LTD,Supporting provider,10/06/2019,,22/12/2021
10022513,AVANT PARTNERSHIP LIMITED T/A Avant Skills Academy,Main provider,13/03/2017,,22/12/2021
10010584,ACCESS TRAINING (EAST MIDLANDS) LTD,Main provider,13/03/2017,,22/12/2021
10007483,WHITE HORSE TRAINING LIMITED,Supporting provider,13/03/2017,,22/12/2021
10031093,TRAINING EVENT SAFETY SOLUTIONS LTD T/A The Tess Group,Main provider,13/03/2017,,22/12/2021
10032147,SPECIALIST TRADE COURSES LIMITED,Main provider,13/03/2017,,22/12/2021
10003529,JUNIPER TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10054828,INTERVENTIONS CONSULTING LIMITED,Supporting provider,13/03/2017,,22/12/2021
10009389,DERWENT TRAINING ASSOCIATION,Main provider,13/03/2017,,22/12/2021
10081911,CAMBUS LIMITED T/A Stagecoach East,Supporting provider,29/08/2019,,22/12/2021
10081910,BUSWAYS TRAVEL SERVICES LIMITED,Supporting provider,24/07/2019,,22/12/2021
10048409,BRS EDUCATION LIMITED T/A The British Racing School,Main provider,17/05/2017,,22/12/2021
10000099,ACHIEVEMENT TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10007402,WEST BERKSHIRE TRAINING CONSORTIUM,Main provider,13/03/2017,,22/12/2021
10000082,TRN (TRAIN) LTD.,Main provider,13/03/2017,,22/12/2021
10007015,TRAINING SERVICES 2000 LTD,Main provider,17/05/2017,,22/12/2021
10010672,TRAIN'D UP RAILWAY RESOURCING LIMITED T/A Train'd Up,Main provider,17/05/2017,,22/12/2021
10004177,THE GROWTH COMPANY LIMITED,Main provider,13/03/2017,,22/12/2021
10006365,STRAIGHT A TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10010523,SKILLS FOR SECURITY LIMITED,Main provider,13/03/2017,,22/12/2021
10023787,MERCURY TRAINING SERVICES LTD,Main provider,13/03/2017,,22/12/2021
10021684,LONDON LEARNING CONSORTIUM COMMUNITY INTEREST COMPANY T/A London Learning Consortium,Main provider,30/01/2018,,22/12/2021
10003976,LOCOMOTIVATION LTD. T/A Locomotivation,Main provider,13/03/2017,,22/12/2021
10000446,KAPLAN FINANCIAL LIMITED T/A Kaplan Financial,Main provider,13/03/2017,,22/12/2021
10009600,HAWK MANAGEMENT (UK) LIMITED,Main provider,13/03/2017,,22/12/2021
10002888,HAPPY COMPUTERS LIMITED,Main provider,13/03/2017,,22/12/2021
10002704,GLOUCESTERSHIRE ENGINEERING TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10002565,FRANCESCO GROUP (HOLDINGS) LIMITED,Main provider,13/03/2017,,22/12/2021
10005109,DERBY BUSINESS COLLEGE LIMITED,Main provider,13/03/2017,,22/12/2021
10002073,BIG CREATIVE TRAINING LTD,Main provider,17/05/2017,,22/12/2021
10044904,BEAU ASSOCIATES LIMITED,Supporting provider,24/07/2019,,22/12/2021
10000561,BASINGSTOKE ITEC LIMITED,Main provider,13/03/2017,,22/12/2021
10000532,BARNARDO'S,Main provider,13/03/2017,,22/12/2021
10000470,AXIA SOLUTIONS LIMITED T/A Newcastle and Stafford Colleges Group (NSCG) / Axia Solutions Limited,Main provider,13/03/2017,,22/12/2021
10000452,AURELIA TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10034055,ACE TRAINING AND CONSULTANCY LIMITED,Main provider,13/03/2017,,22/12/2021
10007377,WEIR TRAINING LIMITED T/A Weir Training Ltd,Main provider,13/03/2017,,22/12/2021
10025197,UNIVERSITY CENTRE QUAYSIDE LIMITED T/A University Centre Quayside (UCQ),Main provider,17/05/2017,,22/12/2021
10021755,TOTAL PEOPLE LIMITED,Main provider,13/03/2017,,22/12/2021
10046777,THE SQUARE METRE LIMITED,Main provider,30/01/2018,,22/12/2021
10000201,THE LEARNING FOUNDRY LIMITED,Main provider,13/03/2017,,22/12/2021
10036578,THE APPRENTICE ACADEMY LIMITED,Main provider,13/03/2017,,22/12/2021
10028007,THAT NAIL PLACE LIMITED T/A TNB Skills Training,Main provider,13/03/2017,,22/12/2021
10006086,SPRINGBOARD SUNDERLAND TRUST,Main provider,13/03/2017,,22/12/2021
10006005,S.W. DURHAM TRAINING LIMITED T/A South West Durham Training,Main provider,13/03/2017,,22/12/2021
10023047,REMIT GROUP LIMITED,Main provider,13/03/2017,,22/12/2021
10004257,MCARTHUR DEAN TRAINING LIMITED T/A McArthur Dean Training Ltd,Main provider,13/03/2017,,22/12/2021
10024124,MARR CORPORATION LIMITED T/A T2 Business Solutions,Main provider,13/03/2017,,22/12/2021
10024404,LONDON VESTA COLLEGE LIMITED,Main provider,13/03/2017,,22/12/2021
10008935,LEARNING CURVE GROUP LIMITED,Main provider,13/03/2017,,22/12/2021
10003808,LEAGUE FOOTBALL EDUCATION,Main provider,13/03/2017,,22/12/2021
10012467,HIT TRAINING LTD T/A HIT Training,Main provider,13/03/2017,,22/12/2021
10003026,HEREFORDSHIRE AND WORCESTERSHIRE GROUP TRAINING ASSOCIATION LIMITED T/A Herefordshire & Worcestershire Group Training Association,Main provider,13/03/2017,,22/12/2021
10002483,FIRST RUNG LIMITED,Main provider,13/03/2017,,22/12/2021
10045754,CVS (UK) LIMITED T/A Chestergates Veterinary Training Centre,Main provider,04/10/2019,,22/12/2021
10001174,CT SKILLS LIMITED,Main provider,13/03/2017,,22/12/2021
10001786,CSM CONSULTING LIMITED T/A UCAN,Main provider,17/05/2017,,22/12/2021
10001736,CRACKERJACK TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10001531,COGENT SSC LIMITED,Main provider,17/05/2017,,22/12/2021
10001436,CITB,Main provider,13/03/2017,,22/12/2021
10019065,CALEX UK LTD,Main provider,17/05/2017,,22/12/2021
10001515,C.M.S. VOCATIONAL TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10000488,B-SKILL LIMITED,Main provider,13/03/2017,,22/12/2021
10000421,ASPIRATION TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10023918,ANDERSON STOCKLEY ACCREDITED TRAINING LTD,Main provider,13/03/2017,,22/12/2021
10087159,UNITED CHURCH SCHOOLS TRUST,Main provider,26/02/2021,,02/12/2021
10056500,T3 TRAINING & DEVELOPMENT LTD,Main provider,30/01/2018,,02/12/2021
10048110,SPORTSCAPE EDUCATION LTD,Main provider,30/01/2018,,02/12/2021
10004977,PARAGON EDUCATION & SKILLS LIMITED T/A Paragon,Main provider,17/05/2017,,02/12/2021
10026268,MINERAL PRODUCTS QUALIFICATIONS COUNCIL,Main provider,30/01/2018,,02/12/2021
10064332,LONDON METROPOLITAN COLLEGE LIMITED,Main provider,30/01/2018,,02/12/2021
10081982,INVOLVE SELECTION LIMITED T/A Vocate Training Ltd,Main provider,25/07/2019,,02/12/2021
10044729,MOMENTUM TRAINING AND CONSULTANCY LTD T/A Momentum Training,Main provider,13/03/2017,,02/12/2021
10047356,TOTAL TRAINING PROVISION LIMITED,Main provider,13/03/2017,,02/12/2021
10042593,THE LINK TRAINING ACADEMY LIMITED T/A The Link Training Academy,Main provider,13/03/2017,,02/12/2021
10082053,MICHAEL D AKERS MANAGEMENT CONSULTING T/A Michael D Akers Management Consulting,Main provider,19/07/2019,,02/12/2021
10041057,MAKERS ACADEMY LIMITED T/A Makers Academy Ltd,Main provider,30/01/2018,,02/12/2021
10056839,THE EDUCATIONWISE ACADEMY LTD,Main provider,13/03/2017,,02/12/2021
10043208,SCL EDUCATION & TRAINING LIMITED,Main provider,13/03/2017,,02/12/2021
10003526,JTL,Main provider,13/03/2017,,02/12/2021
10082136,PROJECTING SUCCESS LTD T/A Projecting Success,Main provider,13/08/2019,,02/12/2021
10056013,MERCURI INTERNATIONAL (UK) LIMITED,Main provider,30/01/2018,,02/12/2021
10066561,CLEARLINE RECRUITMENT LTD T/A Next Step Apprenticeships,Main provider,19/07/2019,,02/12/2021
10057050,ASSOCIATED NEIGHBOUR TRAINING LIMITED,Main provider,30/01/2018,,02/12/2021
10007165,THE UNIVERSITY OF WESTMINSTER,Main provider,07/01/2020,,30/09/2021
